unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year
DMP,2,8,13,6,0,68,1,3,31,43,172,8,0,161,2,171,518,May,2020
CMP,0,3,6,3,0,23,0,0,11,20,102,12,0,51,2,65,233,May,2020
KMP,0,0,0,0,0,12,1,0,0,2,21,0,0,5,0,5,41,May,2020
RMP,0,1,2,0,0,17,0,0,4,2,51,2,0,60,7,69,146,May,2020
BMP,0,0,2,2,0,4,0,0,2,5,34,1,0,8,0,9,58,May,2020
SMP,0,0,2,3,0,16,0,1,2,6,86,1,0,27,2,30,146,May,2020
RPMP,0,1,5,0,0,8,0,0,0,5,42,0,0,15,0,15,76,May,2020
GMP,1,5,8,2,0,11,2,1,2,9,65,3,0,34,0,37,143,May,2020
Dhaka Range,5,12,54,4,0,158,6,16,27,66,1030,4,3,331,0,338,1716,May,2020
Mymensingh Range,0,0,26,3,0,104,3,0,4,28,735,2,0,108,3,113,1016,May,2020
Chittagong Range,2,10,97,9,0,143,4,12,21,58,1172,51,1,613,2,667,2195,May,2020
Sylhet Range,0,1,28,1,0,51,1,3,3,31,452,1,0,84,10,95,666,May,2020
Khulna Range,1,2,36,2,0,131,0,2,8,45,672,9,1,294,5,309,1208,May,2020
Barishal Range,0,2,12,1,0,106,1,2,9,10,514,2,0,117,2,121,778,May,2020
Rajshahi Range,0,9,32,7,0,163,0,6,3,29,615,15,1,328,38,382,1246,May,2020
Rangpur Range,0,5,38,1,0,152,0,4,9,37,819,1,0,224,30,255,1320,May,2020
Railway Range,0,0,0,0,0,1,0,0,0,1,3,0,0,1,1,2,7,May,2020
Total,11,59,361,44,0,1168,19,50,136,397,6585,112,6,2461,104,2683,11513,May,2020
